안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
GS편의점 미사18단지점,031-794-5780,경기도 하남시 미사강변서로 127-1,경기도 하남시 망월동 1050번지,37.5623082326,127.1837291262,S
삼성스토어 하남미사점,031-793-6633,경기도 하남시 미사대로 442,경기도 하남시 망월동 1149-1번지,37.5646733417,127.1988809166,S
부빵,031-795-9495,경기도 하남시 미사강변한강로334번길 10,경기도 하남시 망월동 1184-3번지,37.5609085748,127.2000170113,S
GS편의점 미사센터점,,경기도 하남시 미사강변한강로346번길 16,경기도 하남시 망월동 1196-7번지,37.5598738669,127.2007457994,S
CU편의점 미사R5점,031-793-7722,경기도 하남시 미사강변한강로334번길 65,경기도 하남시 망월동 1198번지,37.5591786823,127.2002956841,S
CU편의점 미사중앙점,,경기도 하남시 아리수로 565-1,경기도 하남시 망월동 949번지,37.5677048191,127.1895719741,S
명가한약국,031-796-0084,경기도 하남시 미사강변대로226번길 9,경기도 하남시 망월동 962-1번지 송하빌딩 105호,37.5699983838,127.1843307566,S
GS편의점 미사보건센터점,,경기도 하남시 미사강변대로226번안길 35,경기도 하남시 망월동 979번지,37.5683161673,127.1855721467,S
GS편의점 미사해리점,,경기도 하남시 미사강변한강로 60-1,경기도 하남시 선동 433번지,37.5766473126,127.1831928377,S
GS편의점 미사7단지점,,경기도 하남시 미사강변대로 270-1,경기도 하남시 선동 436번지,37.5741268932,127.1844492264,S
이마트편의점24 하남에코점,,경기도 하남시 하남대로802번길 56,경기도 하남시 신장동 381-31번지,37.5417741004,127.2113908109,S
꽃사랑,031-796-3511,경기도 하남시 하남대로 791,경기도 하남시 신장동 406-9번지,37.5402367544,127.2093365828,S
현대그린마트(나들가게),031-794-1110,경기도 하남시 대청로 62-1,경기도 하남시 신장동 528번지,37.5401796773,127.2192753421,S
양파네분식,,경기도 하남시 천현로39번길 7,경기도 하남시 신장동 531번지,37.5373231276,127.2158224101,S
이가 미장원,031-796-4669,경기도 하남시 하남대로 747,경기도 하남시 신장동 570번지 1층,37.5380094975,127.2126504319,S
이집케이크,,경기도 하남시 신장동로29번안길 21,경기도 하남시 신장동 581-3번지 스타빌 102호,37.5443071390,127.2114829275,S
참약사든든약국,031-8027-9436,경기도 하남시 신장동로29번길 40,경기도 하남시 신장동 587번지 102호,37.5440654601,127.2121743853,S
유덕문구,,경기도 하남시 대청로 91,경기도 하남시 신장동 81-13번지,37.5403499442,127.2226705677,S
바른손 문구,031-794-0050,경기도 하남시 대청로 119-1,경기도 하남시 창우동 518번지 부영아파트 종합상가 109호,37.5396820154,127.2261367922,S
프랑세즈제과점,031-793-8210,경기도 하남시 더우개로 6,경기도 하남시 창우동 520번지,37.5390920510,127.2205471876,S
세브란츠약국,,경기도 하남시 대청로116번길 59-1,경기도 하남시 창우동 521번지 꿈동산신안아파트 120호,37.5371178078,127.2242672063,S
세븐일레븐편의점 미사풍경채점,,,경기도 하남시 풍산동 471번지 미사강변센트럴풍경채,37.5564371724,127.1825198466,S
뚜레쥬르 북위례점,,경기도 하남시 위례학암로 19,경기도 하남시 학암동 634-2번지,37.4880121814,127.1588855537,S
CU편의점 북위례포레자이점,,,경기도 하남시 학암동 635번지 위례포레자이,37.4865591162,127.1613693591,S
GS더프레시 북위례하남점,031-499-2004,경기도 하남시 위례학암로 18,경기도 하남시 학암동 647번지,37.4879565968,127.1583654720,S
메가커피 학암힐스테이트점,,경기도 하남시 위례대로6길 15,경기도 하남시 학암동 651번지 힐스테이트센트럴위례 116호,37.4870658846,127.1558244444,S
파리바게트 위례해링턴점,,경기도 하남시 위례대로 190,경기도 하남시 학암동 661번지 위례효성해링턴타워 115동 116호,37.4785892163,127.1483985904,S
몽당연필,031-8003-1713,경기도 화성시 동탄구 동탄원천로 315-33,경기도 화성시 동탄구 능동 1109번지,37.2125850789,127.0580425214,S
한마음동탄경희대 태권도장,031-8003-8828,경기도 화성시 동탄구 동탄숲속로 96,경기도 화성시 동탄구 능동 1132번지 숲속마을 모아미래도1차 상가동,37.2059910344,127.0567624618,S
나유정 헤어펌,031-8003-8077,,경기도 화성시 동탄구 능동 1150번지 동탄푸른마을신일해피트리,37.1993868143,127.0551784327,S
알파문구(중동탄점),031-374-7560,경기도 화성시 동탄구 동탄신리천로 411,경기도 화성시 동탄구 목동 487-5번지 우성스타파크 B동 2층,37.1827060797,127.1240884597,S
gs25(동탄포레점),031-374-7760,경기도 화성시 동탄구 동탄신리천로1길 74,경기도 화성시 동탄구 목동 494번지 센트럴포레아파트 상가동 104호,37.1817328135,127.1185279881,S
cu(동탄새강타운점),,경기도 화성시 동탄구 동탄중앙로 99,경기도 화성시 동탄구 반송동 159번지 동탄새강마을휴먼시아아파트 상가,37.1918965014,127.0699261589,S
GS25동탄한빛길점,031-613-0469,경기도 화성시 동탄구 동탄시범한빛길 35,경기도 화성시 동탄구 반송동 18-1번지 101호,37.2097808246,127.0675706939,S
신도J마트,031-613-7875,경기도 화성시 동탄구 동탄반석로 39,경기도 화성시 동탄구 반송동 215번지 신도제이마트,37.1934888226,127.0765536892,S
경희대상무태권도,031-613-5520,경기도 화성시 동탄구 동탄솔빛로 62,경기도 화성시 동탄구 반송동 217-1번지 리첸프라자 3층,37.1940034713,127.0742747629,S
다함께돌봄(한빛마을)센터,031-613-6136,,경기도 화성시 동탄구 반송동 21번지 시범한빛마을한화꿈에그린아파트 233동 1층,37.2083647854,127.0673421102,S
홈플러스익스프레스(동탄점),031-8003-8545,경기도 화성시 동탄구 동탄솔빛로 53,경기도 화성시 동탄구 반송동 220-4번지,37.1938738720,127.0733290151,S
HY 동탄점(야쿠르트),031-613-4383,경기도 화성시 동탄구 동탄반송1길 40-20,경기도 화성시 동탄구 반송동 4-7번지,37.2107866671,127.0640937705,S
봉구스버거 동탄북광장점,031-613-3261,경기도 화성시 동탄구 동탄반석로 204,경기도 화성시 동탄구 반송동 88-1번지 동탄제일프라자,37.2066540018,127.0728288361,S
용인대일류태권도,,경기도 화성시 동탄구 동탄대로10나길 7,경기도 화성시 동탄구 산척동 706-1번지 2층 용인대일류태권도,37.1750889222,127.1128163507,S
재윤온누리약국,031-376-7515,,경기도 화성시 동탄구 산척동 745번지 레이크힐반도유보라아이비파크10.2,37.1651657520,127.1301786976,S
cu(동탄스타힐스점),031-378-0319,경기도 화성시 동탄구 동탄순환대로17길 15,경기도 화성시 동탄구 산척동 792번지 서희스타힐스엔에이치에프 상가동 103호,37.1733055956,127.1188294427,S
삼성스토어 동탄점,031-613-9272,경기도 화성시 동탄구 삼성1로 217,경기도 화성시 동탄구 석우동 18-3번지,37.2224981548,127.0746331625,S
롯데캐슬공인중개사,031-8003-1700,,경기도 화성시 동탄구 석우동 55번지 동탄예당마을롯데캐슬,37.2102383043,127.0719183018,S
시립동탄역센트럴상록어린이집,031-8077-9672,경기도 화성시 동탄구 동탄대로22길 9,경기도 화성시 동탄구 영천동 662번지 동탄역센트럴상록아파트 634동 1401호,37.2087179208,127.1011832305,S
정관장(동탄영천본점),031-372-0389,경기도 화성시 동탄구 동탄순환대로 706,경기도 화성시 동탄구 영천동 681-2번지 서건에듀프라자2 104호,37.2078117830,127.1105981562,S
알파문구(동탄한백점),031-376-0003,경기도 화성시 동탄구 지산1길 4-8,경기도 화성시 동탄구 영천동 695-3번지 1층,37.2068192162,127.1130374690,S
늘봄태권도장,031-375-8066,경기도 화성시 동탄구 동탄대로24길 74,경기도 화성시 동탄구 영천동 861번지 동탄중흥에스클래스파크더테라스 110동 111호,37.2159277699,127.1116159063,S
경희대부부다원태권도장,,경기도 화성시 동탄구 동탄대로24길 117,경기도 화성시 동탄구 영천동 892번지 동탄파크자이 상가1층 55 56호,37.2123179555,127.1130882813,S
cu동탄유보라,031-000-0000,,경기도 화성시 동탄구 오산동 1044번지 반도유보라아이비파크3,37.1827651487,127.1034940477,S
에일린빅스맘어린이집,031-373-7275,,경기도 화성시 동탄구 오산동 998번지 동탄2신도시 에일린의뜰아파트 어린이집,37.1883230210,127.0865536021,S
GS25 동탄포레나점,031-373-4979,경기도 화성시 동탄구 동탄순환대로4길 11,경기도 화성시 동탄구 장지동 921번지 한화포레나동탄호수 LH28단지 상가 내,37.1642439746,127.0989729164,S
GS25 호수아이파크점,031-374-5707,경기도 화성시 동탄구 동탄순환대로8길 16,경기도 화성시 동탄구 장지동 968번지,37.1642178257,127.1100447533,S
숨비소리이솔태권도,,경기도 화성시 동탄구 동탄순환대로8길 27,경기도 화성시 동탄구 장지동 970번지 단지 2층,37.1634326500,127.1125041338,S
ECN태권도장,031-377-7787,경기도 화성시 동탄구 동탄대로시범길 122,경기도 화성시 동탄구 청계동 525번지 동탄역시범호반써밋 상가1동 2층,37.1980889960,127.1088902626,S
부부경희대태권도(청목초),,경기도 화성시 동탄구 동탄순환대로21길 54,경기도 화성시 동탄구 청계동 538번지 센트럴푸르지오단지 상가 2층,37.1967207467,127.1149707744,S
다함께돌봄센터 청계점,031-223-3258,경기도 화성시 동탄구 동탄순환대로21길 15,경기도 화성시 동탄구 청계동 545번지 신안인스빌리베라 커뮤니티센터 내,37.1950845255,127.1163086794,S
숨비소리 부부경희대 태권도,031-377-8483,,경기도 화성시 동탄구 청계동 556번지 동탄역더힐,37.1977832755,127.1202050737,S
종합약국,031-352-5880,,경기도 화성시 만년로 465-0,,,F
태광분식,031-352-2438,,경기도 화성시 만년로 519-0,,,F
정남종합상사,031-353-8995,,경기도 화성시 만년로 523-1,,,F
(화성서부) 진명종합장식,031-357-0006,경기도 화성시 만세구 남양읍 남양시장로 62,경기도 화성시 만세구 남양읍 남양리 1165-11번지,37.2088035994,126.8161713235,S
세븐일레븐 화성역골로점,,경기도 화성시 만세구 남양읍 역골로60번길 1,경기도 화성시 만세구 남양읍 남양리 2022-4번지 102호,37.2046092429,126.8251004341,S
(화성서부) GS25 화성남양점,031-357-7544,경기도 화성시 만세구 남양읍 남양시장로 45,경기도 화성시 만세구 남양읍 남양리 556번지,37.2089187779,126.8142657103,S
(화성서부) 두리하나 지역아동센타,031-356-7761,경기도 화성시 만세구 남양읍 남양시장로 45,경기도 화성시 만세구 남양읍 남양리 556번지 2층,37.2089187779,126.8142657103,S
(화성서부) 모닝베이커리,031-356-2349,경기도 화성시 만세구 마도면 석교로 176,경기도 화성시 만세구 마도면 석교리 212-1번지,37.2056994114,126.7746836887,S
(화성서부) 경희대 석사 승리태권도,,경기도 화성시 만세구 마도면 석교로157번길 6-8,경기도 화성시 만세구 마도면 석교리 212-46번지,37.2049983369,126.7735409543,S
(화성서부서)푸른자리 지역아동센터,031-355-8271,경기도 화성시 만세구 마도면 석교로 167,경기도 화성시 만세구 마도면 석교리 214번지,37.2051727000,126.7740463917,S
(화성서부) GS25마도 명륜점,031-356-1055,경기도 화성시 만세구 마도면 마도로 520,경기도 화성시 만세구 마도면 청원리 215-1번지,37.1884214249,126.7603826749,S
따듯한 집,031-356-5214,경기도 화성시 만세구 마도면 청원서길 25-27,경기도 화성시 만세구 마도면 청원리 355-1번지,37.1807880632,126.7606148253,S
(화성서부) 애들세상,,경기도 화성시 만세구 송산면 송산포도로 146,경기도 화성시 만세구 송산면 사강리 567-9번지,37.2150541162,126.7329156847,S
(화성서부) 사강어린이집,031-357-5755,경기도 화성시 만세구 송산면 사강시장길 7,경기도 화성시 만세구 송산면 사강리 705-4번지,37.2143974166,126.7317276684,S
(화성서부) 명문 지역아동센타,031-357-7017,경기도 화성시 만세구 송산면 송산포도로110번길 21-6,경기도 화성시 만세구 송산면 삼존리 203-18번지,37.2166557614,126.7366639027,S
(화성서부) 양감슈퍼,031-352-3193,경기도 화성시 만세구 양감면 정문회화로 3,경기도 화성시 만세구 양감면 사창리 427-4번지,37.0910405221,126.9725004868,S
(화성서부) 양감약국,031-352-7221,경기도 화성시 만세구 양감면 초록로 6,경기도 화성시 만세구 양감면 신왕리 632-3번지,37.0810118677,126.9457368532,S
(화성서부) 새싹마트,,경기도 화성시 만세구 우정읍 띨뿌리길 19,경기도 화성시 만세구 우정읍 매향리 753-41번지,37.0372755013,126.7679231705,S
(화성서부서)화수지역아동센터,031-351-2422,경기도 화성시 만세구 우정읍 작골길 66-5,경기도 화성시 만세구 우정읍 멱우리 615-2번지,37.0979440450,126.8090666644,S
애덕가정,031-358-4363,경기도 화성시 만세구 우정읍 남양만로 535-6,경기도 화성시 만세구 우정읍 이화리 1045-12번지,37.0331866509,126.8014122000,S
(화성서부) 학우당,031-351-1277,경기도 화성시 만세구 우정읍 3.1만세로 45-6,경기도 화성시 만세구 우정읍 조암리 270-48번지,37.0831181084,126.8188096155,S
(화성서부) 밀알 지역아동센타,031-351-2829,경기도 화성시 만세구 우정읍 조암북로19번길 16,경기도 화성시 만세구 우정읍 조암리 373-19번지,37.0867656805,126.8166954359,S
(화성서부) 드림디포,031-351-3175,경기도 화성시 만세구 장안면 기아자동차로 809,경기도 화성시 만세구 장안면 사곡리 14-1번지,37.0771668170,126.8137777992,S
성신양로원,031-351-3078,경기도 화성시 만세구 장안면 장명길 26,경기도 화성시 만세구 장안면 장안리 154-15번지,37.0572592808,126.8531198961,S
(화성서부) 포유IC마트,031-354-1746,경기도 화성시 만세구 향남읍 발안로 692,경기도 화성시 만세구 향남읍 갈천리 211-2번지,37.1250046262,126.9803813959,S
(화성서부) CU 화성관리점,,경기도 화성시 만세구 향남읍 서봉로 556,경기도 화성시 만세구 향남읍 관리 217-17번지,37.1262648103,126.9500113438,S
